no_correlativo,year,dia,mes,departamento,origen,destino,hora_ingreso,hora_egreso,no_vuelo,operador,tipo_operacion,fecha,borrar,tipo_aeronave,puerta,matricula
5376,2022,26,4,CGO,MIA,GUA,09:01:00,,0302,UPS,RECEPCION,2022-03-31T00:00:00.0000000,False,B757-200,,N461UP
5377,2022,6,4,CGO,MIA,GUA,09:01:00,,0302,UPS,RECEPCION,2022-03-31T00:00:00.0000000,False,B757-200,1 combex,N460UP
5378,2022,13,4,CGO,MIA,GUA,09:01:00,,0302,UPS,RECEPCION,2022-03-31T00:00:00.0000000,False,,,
5379,2022,20,4,CGO,MIA,GUA,09:01:00,,0302,UPS,RECEPCION,2022-03-31T00:00:00.0000000,False,,,
5380,2022,27,4,CGO,MIA,GUA,09:01:00,,0302,UPS,RECEPCION,2022-03-31T00:00:00.0000000,False,B757-200,,N465UP
5381,2022,7,4,CGO,MIA,GUA,09:01:00,,0302,UPS,RECEPCION,2022-03-31T00:00:00.0000000,False,,,
5382,2022,14,4,CGO,MIA,GUA,09:01:00,,0302,UPS,RECEPCION,2022-03-31T00:00:00.0000000,False,,,
5383,2022,21,4,CGO,MIA,GUA,09:01:00,,0302,UPS,RECEPCION,2022-03-31T00:00:00.0000000,False,,,
5384,2022,28,4,CGO,MIA,GUA,09:01:00,,0302,UPS,RECEPCION,2022-03-31T00:00:00.0000000,False,B757-200,,N458UP
5385,2022,1,4,MANTO,MIA,GUA,09:01:00,,0302,UPS,RECEPCION,2022-03-31T00:00:00.0000000,False,,,
5386,2022,8,4,MANTO,MIA,GUA,09:01:00,,0302,UPS,RECEPCION,2022-03-31T00:00:00.0000000,False,,,
5387,2022,15,4,MANTO,MIA,GUA,09:01:00,,0302,UPS,RECEPCION,2022-03-31T00:00:00.0000000,False,,,
5388,2022,22,4,MANTO,MIA,GUA,09:01:00,,0302,UPS,RECEPCION,2022-03-31T00:00:00.0000000,False,,,
5389,2022,29,4,MANTO,MIA,GUA,09:01:00,,0302,UPS,RECEPCION,2022-03-31T00:00:00.0000000,False,,,
5390,2022,4,4,MANTO,MIA,GUA,09:01:00,,0302,UPS,RECEPCION,2022-03-31T00:00:00.0000000,False,,,
5391,2022,11,4,MANTO,MIA,GUA,09:01:00,,0302,UPS,RECEPCION,2022-03-31T00:00:00.0000000,False,,,
5392,2022,18,4,MANTO,MIA,GUA,09:01:00,,0302,UPS,RECEPCION,2022-03-31T00:00:00.0000000,False,,,
5393,2022,25,4,MANTO,MIA,GUA,09:01:00,,0302,UPS,RECEPCION,2022-03-31T00:00:00.0000000,False,,,
5394,2022,5,4,MANTO,MIA,GUA,09:01:00,,0302,UPS,RECEPCION,2022-03-31T00:00:00.0000000,False,,,
5395,2022,12,4,MANTO,MIA,GUA,09:01:00,,0302,UPS,RECEPCION,2022-03-31T00:00:00.0000000,False,,,
5396,2022,19,4,MANTO,MIA,GUA,09:01:00,,0302,UPS,RECEPCION,2022-03-31T00:00:00.0000000,False,,,
5397,2022,26,4,MANTO,MIA,GUA,09:01:00,,0302,UPS,RECEPCION,2022-03-31T00:00:00.0000000,False,,,
5398,2022,6,4,MANTO,MIA,GUA,09:01:00,,0302,UPS,RECEPCION,2022-03-31T00:00:00.0000000,False,,,
5399,2022,13,4,MANTO,MIA,GUA,09:01:00,,0302,UPS,RECEPCION,2022-03-31T00:00:00.0000000,False,,,
5400,2022,20,4,MANTO,MIA,GUA,09:01:00,,0302,UPS,RECEPCION,2022-03-31T00:00:00.0000000,False,,,
5401,2022,27,4,MANTO,MIA,GUA,09:01:00,,0302,UPS,RECEPCION,2022-03-31T00:00:00.0000000,False,,,
5402,2022,7,4,MANTO,MIA,GUA,09:01:00,,0302,UPS,RECEPCION,2022-03-31T00:00:00.0000000,False,,,
5403,2022,14,4,MANTO,MIA,GUA,09:01:00,,0302,UPS,RECEPCION,2022-03-31T00:00:00.0000000,False,,,
5404,2022,21,4,MANTO,MIA,GUA,09:01:00,,0302,UPS,RECEPCION,2022-03-31T00:00:00.0000000,False,,,
5405,2022,28,4,MANTO,MIA,GUA,09:01:00,,0302,UPS,RECEPCION,2022-03-31T00:00:00.0000000,False,,,
5406,2022,1,4,TALLER,MIA,GUA,09:01:00,,0302,UPS,RECEPCION,2022-03-31T00:00:00.0000000,False,,,
5407,2022,8,4,TALLER,MIA,GUA,09:01:00,,0302,UPS,RECEPCION,2022-03-31T00:00:00.0000000,False,,,
5408,2022,15,4,TALLER,MIA,GUA,09:01:00,,0302,UPS,RECEPCION,2022-03-31T00:00:00.0000000,False,,,
5409,2022,22,4,TALLER,MIA,GUA,09:01:00,,0302,UPS,RECEPCION,2022-03-31T00:00:00.0000000,False,,,
5410,2022,29,4,TALLER,MIA,GUA,09:01:00,,0302,UPS,RECEPCION,2022-03-31T00:00:00.0000000,False,,,
5411,2022,4,4,TALLER,MIA,GUA,09:01:00,,0302,UPS,RECEPCION,2022-03-31T00:00:00.0000000,False,,,
5412,2022,11,4,TALLER,MIA,GUA,09:01:00,,0302,UPS,RECEPCION,2022-03-31T00:00:00.0000000,False,,,
5413,2022,18,4,TALLER,MIA,GUA,09:01:00,,0302,UPS,RECEPCION,2022-03-31T00:00:00.0000000,False,,,
5414,2022,25,4,TALLER,MIA,GUA,09:01:00,,0302,UPS,RECEPCION,2022-03-31T00:00:00.0000000,False,,,
5415,2022,5,4,TALLER,MIA,GUA,09:01:00,,0302,UPS,RECEPCION,2022-03-31T00:00:00.0000000,False,,,
5416,2022,12,4,TALLER,MIA,GUA,09:01:00,,0302,UPS,RECEPCION,2022-03-31T00:00:00.0000000,False,,,
5417,2022,19,4,TALLER,MIA,GUA,09:01:00,,0302,UPS,RECEPCION,2022-03-31T00:00:00.0000000,False,,,
5418,2022,26,4,TALLER,MIA,GUA,09:01:00,,0302,UPS,RECEPCION,2022-03-31T00:00:00.0000000,False,,,
5419,2022,6,4,TALLER,MIA,GUA,09:01:00,,0302,UPS,RECEPCION,2022-03-31T00:00:00.0000000,False,,,
5420,2022,13,4,TALLER,MIA,GUA,09:01:00,,0302,UPS,RECEPCION,2022-03-31T00:00:00.0000000,False,,,
5421,2022,20,4,TALLER,MIA,GUA,09:01:00,,0302,UPS,RECEPCION,2022-03-31T00:00:00.0000000,False,,,
5422,2022,27,4,TALLER,MIA,GUA,09:01:00,,0302,UPS,RECEPCION,2022-03-31T00:00:00.0000000,False,,,
5423,2022,7,4,TALLER,MIA,GUA,09:01:00,,0302,UPS,RECEPCION,2022-03-31T00:00:00.0000000,False,,,
5424,2022,14,4,TALLER,MIA,GUA,09:01:00,,0302,UPS,RECEPCION,2022-03-31T00:00:00.0000000,False,,,
5425,2022,21,4,TALLER,MIA,GUA,09:01:00,,0302,UPS,RECEPCION,2022-03-31T00:00:00.0000000,False,,,
5426,2022,28,4,TALLER,MIA,GUA,09:01:00,,0302,UPS,RECEPCION,2022-03-31T00:00:00.0000000,False,,,
5427,2022,1,4,CCO,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5428,2022,8,4,CCO,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5429,2022,15,4,CCO,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5430,2022,22,4,CCO,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5431,2022,29,4,CCO,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5432,2022,4,4,CCO,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5433,2022,11,4,CCO,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5434,2022,18,4,CCO,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5435,2022,25,4,CCO,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5436,2022,5,4,CCO,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5437,2022,12,4,CCO,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5438,2022,19,4,CCO,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5439,2022,26,4,CCO,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5440,2022,6,4,CCO,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5441,2022,13,4,CCO,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5442,2022,20,4,CCO,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5443,2022,27,4,CCO,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5444,2022,7,4,CCO,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5445,2022,14,4,CCO,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5446,2022,21,4,CCO,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5447,2022,28,4,CCO,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5448,2022,1,4,CGO,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5449,2022,8,4,CGO,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,B757-200,,N453UP
5450,2022,15,4,CGO,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,B757-200,,N463UP
5451,2022,22,4,CGO,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,B767-300,,
5452,2022,29,4,CGO,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5453,2022,4,4,CGO,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5454,2022,11,4,CGO,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,B757-200,,N453UP
5455,2022,18,4,CGO,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,B757-200,,N465UP
5456,2022,25,4,CGO,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5457,2022,5,4,CGO,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,B757-200,"Rampa remota ",N457UP
5458,2022,12,4,CGO,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,B757-200,,N468UP
5459,2022,19,4,CGO,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,B757-200,,N453UP
5460,2022,26,4,CGO,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,B757-200,,N461UP
5461,2022,6,4,CGO,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,B757-200,1,N460UP
5462,2022,13,4,CGO,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,B757-200,,N466UP
5463,2022,20,4,CGO,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,B757-200,,N467UP
5464,2022,27,4,CGO,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,B757-200,,N465UP
5465,2022,7,4,CGO,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5466,2022,14,4,CGO,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5467,2022,21,4,CGO,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5468,2022,28,4,CGO,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,B757-200,,N458UP
5469,2022,1,4,MANTO,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5470,2022,8,4,MANTO,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5471,2022,15,4,MANTO,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5472,2022,22,4,MANTO,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5473,2022,29,4,MANTO,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5474,2022,4,4,MANTO,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5475,2022,11,4,MANTO,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5476,2022,18,4,MANTO,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5477,2022,25,4,MANTO,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5478,2022,5,4,MANTO,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5479,2022,12,4,MANTO,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5480,2022,19,4,MANTO,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5481,2022,26,4,MANTO,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5482,2022,6,4,MANTO,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5483,2022,13,4,MANTO,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5484,2022,20,4,MANTO,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5485,2022,27,4,MANTO,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5486,2022,7,4,MANTO,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5487,2022,14,4,MANTO,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5488,2022,21,4,MANTO,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5489,2022,28,4,MANTO,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5490,2022,1,4,TALLER,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5491,2022,8,4,TALLER,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5492,2022,15,4,TALLER,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5493,2022,22,4,TALLER,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5494,2022,29,4,TALLER,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5495,2022,4,4,TALLER,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5496,2022,11,4,TALLER,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5497,2022,18,4,TALLER,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5498,2022,25,4,TALLER,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5499,2022,5,4,TALLER,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5500,2022,12,4,TALLER,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5501,2022,19,4,TALLER,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5502,2022,26,4,TALLER,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5503,2022,6,4,TALLER,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5504,2022,13,4,TALLER,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5505,2022,20,4,TALLER,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5506,2022,27,4,TALLER,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5507,2022,7,4,TALLER,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5508,2022,14,4,TALLER,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5509,2022,21,4,TALLER,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5510,2022,28,4,TALLER,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5511,2022,4,4,CCO,GUA,TGU,,08:30:00,020,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5512,2022,11,4,CCO,GUA,TGU,,08:30:00,020,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5513,2022,18,4,CCO,GUA,TGU,,08:30:00,020,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5514,2022,25,4,CCO,GUA,TGU,,08:30:00,020,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5515,2022,4,4,CGO,GUA,TGU,,08:30:00,020,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5516,2022,11,4,CGO,GUA,TGU,,08:30:00,020,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,EM110,,TG-TAY
5517,2022,18,4,CGO,GUA,TGU,,08:30:00,020,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5518,2022,25,4,CGO,GUA,TGU,,08:30:00,020,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,E-110,,TG-TAY
5519,2022,4,4,MANTO,GUA,TGU,,08:30:00,020,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5520,2022,11,4,MANTO,GUA,TGU,,08:30:00,020,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5521,2022,18,4,MANTO,GUA,TGU,,08:30:00,020,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5522,2022,25,4,MANTO,GUA,TGU,,08:30:00,020,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5523,2022,4,4,TALLER,GUA,TGU,,08:30:00,020,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5524,2022,11,4,TALLER,GUA,TGU,,08:30:00,020,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5525,2022,18,4,TALLER,GUA,TGU,,08:30:00,020,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5526,2022,25,4,TALLER,GUA,TGU,,08:30:00,020,UPS,DESPACHO,2022-03-31T00:00:00.0000000,False,,,
5527,2022,1,4,CGO,MIA,SAP,09:25:00,10:30:00,5455/5457,DHL,TRANSITO,2022-03-31T00:00:00.0000000,False,,,
5528,2022,8,4,CGO,MIA,SAP,09:25:00,10:30:00,5455/5457,DHL,TRANSITO,2022-03-31T00:00:00.0000000,False,B757-200,,HP-2110
5529,2022,15,4,CGO,MIA,SAP,09:25:00,10:30:00,5455/5457,DHL,TRANSITO,2022-03-31T00:00:00.0000000,False,,,
5530,2022,22,4,CGO,MIA,SAP,09:25:00,10:30:00,5455/5457,DHL,TRANSITO,2022-03-31T00:00:00.0000000,False,,,
5531,2022,29,4,CGO,MIA,SAP,09:25:00,10:30:00,5455/5457,DHL,TRANSITO,2022-03-31T00:00:00.0000000,False,,,
5532,2022,2,4,CGO,MIA,SAP,09:25:00,10:30:00,5455/5457,DHL,TRANSITO,2022-03-31T00:00:00.0000000,False,,,
5533,2022,9,4,CGO,MIA,SAP,09:25:00,10:30:00,5455/5457,DHL,TRANSITO,2022-03-31T00:00:00.0000000,False,,,
5534,2022,16,4,CGO,MIA,SAP,09:25:00,10:30:00,5455/5457,DHL,TRANSITO,2022-03-31T00:00:00.0000000,False,,,
5535,2022,23,4,CGO,MIA,SAP,09:25:00,10:30:00,5455/5457,DHL,TRANSITO,2022-03-31T00:00:00.0000000,False,,,
5536,2022,30,4,CGO,MIA,SAP,09:25:00,10:30:00,5455/5457,DHL,TRANSITO,2022-03-31T00:00:00.0000000,False,,,
5537,2022,3,4,CGO,MIA,SAP,09:25:00,10:30:00,5455/5457,DHL,TRANSITO,2022-03-31T00:00:00.0000000,False,,,
5538,2022,10,4,CGO,MIA,SAP,09:25:00,10:30:00,5455/5457,DHL,TRANSITO,2022-03-31T00:00:00.0000000,False,,,
5539,2022,17,4,CGO,MIA,SAP,09:25:00,10:30:00,5455/5457,DHL,TRANSITO,2022-03-31T00:00:00.0000000,False,,,
5540,2022,24,4,CGO,MIA,SAP,09:25:00,10:30:00,5455/5457,DHL,TRANSITO,2022-03-31T00:00:00.0000000,False,,,
5541,2022,4,4,CGO,MIA,SAP,09:25:00,10:30:00,5455/5457,DHL,TRANSITO,2022-03-31T00:00:00.0000000,False,,,
5542,2022,11,4,CGO,MIA,SAP,09:25:00,10:30:00,5455/5457,DHL,TRANSITO,2022-03-31T00:00:00.0000000,False,,,
5543,2022,18,4,CGO,MIA,SAP,09:25:00,10:30:00,5455/5457,DHL,TRANSITO,2022-03-31T00:00:00.0000000,False,,,
5544,2022,25,4,CGO,MIA,SAP,09:25:00,10:30:00,5455/5457,DHL,TRANSITO,2022-03-31T00:00:00.0000000,False,,,
5545,2022,5,4,CGO,MIA,SAP,09:25:00,10:30:00,5455/5457,DHL,TRANSITO,2022-03-31T00:00:00.0000000,False,,,
5546,2022,12,4,CGO,MIA,SAP,09:25:00,10:30:00,5455/5457,DHL,TRANSITO,2022-03-31T00:00:00.0000000,False,,,
5547,2022,19,4,CGO,MIA,SAP,09:25:00,10:30:00,5455/5457,DHL,TRANSITO,2022-03-31T00:00:00.0000000,False,,,
5548,2022,26,4,CGO,MIA,SAP,09:25:00,10:30:00,5455/5457,DHL,TRANSITO,2022-03-31T00:00:00.0000000,False,,,
5549,2022,6,4,CGO,MIA,SAP,09:25:00,10:30:00,5455/5457,DHL,TRANSITO,2022-03-31T00:00:00.0000000,False,B757-200,2,HP-1910
5550,2022,13,4,CGO,MIA,SAP,09:25:00,10:30:00,5455/5457,DHL,TRANSITO,2022-03-31T00:00:00.0000000,False,,,
5551,2022,20,4,CGO,MIA,SAP,09:25:00,10:30:00,5455/5457,DHL,TRANSITO,2022-03-31T00:00:00.0000000,False,,,
5552,2022,27,4,CGO,MIA,SAP,09:25:00,10:30:00,5455/5457,DHL,TRANSITO,2022-03-31T00:00:00.0000000,False,B757-200,,HP-1910
5553,2022,7,4,CGO,MIA,SAP,09:25:00,10:30:00,5455/5457,DHL,TRANSITO,2022-03-31T00:00:00.0000000,False,,,
5554,2022,14,4,CGO,MIA,SAP,09:25:00,10:30:00,5455/5457,DHL,TRANSITO,2022-03-31T00:00:00.0000000,False,,,
5555,2022,21,4,CGO,MIA,SAP,09:25:00,10:30:00,5455/5457,DHL,TRANSITO,2022-03-31T00:00:00.0000000,False,,,
5556,2022,28,4,CGO,MIA,SAP,09:25:00,10:30:00,5455/5457,DHL,TRANSITO,2022-03-31T00:00:00.0000000,False,,,
5557,2022,1,4,PXS,MIA,SAP,09:25:00,10:30:00,5455/5457,DHL,TRANSITO,2022-03-31T00:00:00.0000000,False,,,
5558,2022,8,4,PXS,MIA,SAP,09:25:00,10:30:00,5455/5457,DHL,TRANSITO,2022-03-31T00:00:00.0000000,False,,,
5559,2022,15,4,PXS,MIA,SAP,09:25:00,10:30:00,5455/5457,DHL,TRANSITO,2022-03-31T00:00:00.0000000,False,,,
5560,2022,22,4,PXS,MIA,SAP,09:25:00,10:30:00,5455/5457,DHL,TRANSITO,2022-03-31T00:00:00.0000000,False,,,
5561,2022,29,4,PXS,MIA,SAP,09:25:00,10:30:00,5455/5457,DHL,TRANSITO,2022-03-31T00:00:00.0000000,False,,,
5562,2022,2,4,PXS,MIA,SAP,09:25:00,10:30:00,5455/5457,DHL,TRANSITO,2022-03-31T00:00:00.0000000,False,,,
5563,2022,9,4,PXS,MIA,SAP,09:25:00,10:30:00,5455/5457,DHL,TRANSITO,2022-03-31T00:00:00.0000000,False,,,
5564,2022,16,4,PXS,MIA,SAP,09:25:00,10:30:00,5455/5457,DHL,TRANSITO,2022-03-31T00:00:00.0000000,False,,,
5565,2022,23,4,PXS,MIA,SAP,09:25:00,10:30:00,5455/5457,DHL,TRANSITO,2022-03-31T00:00:00.0000000,False,,,
5566,2022,30,4,PXS,MIA,SAP,09:25:00,10:30:00,5455/5457,DHL,TRANSITO,2022-03-31T00:00:00.0000000,False,,,
5567,2022,3,4,PXS,MIA,SAP,09:25:00,10:30:00,5455/5457,DHL,TRANSITO,2022-03-31T00:00:00.0000000,False,,,
5568,2022,10,4,PXS,MIA,SAP,09:25:00,10:30:00,5455/5457,DHL,TRANSITO,2022-03-31T00:00:00.0000000,False,,,
5569,2022,17,4,PXS,MIA,SAP,09:25:00,10:30:00,5455/5457,DHL,TRANSITO,2022-03-31T00:00:00.0000000,False,,,
5570,2022,24,4,PXS,MIA,SAP,09:25:00,10:30:00,5455/5457,DHL,TRANSITO,2022-03-31T00:00:00.0000000,False,,,
5571,2022,4,4,PXS,MIA,SAP,09:25:00,10:30:00,5455/5457,DHL,TRANSITO,2022-03-31T00:00:00.0000000,False,,,
5572,2022,11,4,PXS,MIA,SAP,09:25:00,10:30:00,5455/5457,DHL,TRANSITO,2022-03-31T00:00:00.0000000,False,,,
5573,2022,18,4,PXS,MIA,SAP,09:25:00,10:30:00,5455/5457,DHL,TRANSITO,2022-03-31T00:00:00.0000000,False,,,
5574,2022,25,4,PXS,MIA,SAP,09:25:00,10:30:00,5455/5457,DHL,TRANSITO,2022-03-31T00:00:00.0000000,False,,,
5575,2022,5,4,PXS,MIA,SAP,09:25:00,10:30:00,5455/5457,DHL,TRANSITO,2022-03-31T00:00:00.0000000,False,,,
5576,2022,12,4,PXS,MIA,SAP,09:25:00,10:30:00,5455/5457,DHL,TRANSITO,2022-03-31T00:00:00.0000000,False,,,
5577,2022,19,4,PXS,MIA,SAP,09:25:00,10:30:00,5455/5457,DHL,TRANSITO,2022-03-31T00:00:00.0000000,False,,,
5578,2022,26,4,PXS,MIA,SAP,09:25:00,10:30:00,5455/5457,DHL,TRANSITO,2022-03-31T00:00:00.0000000,False,,,
